country_iso3,country,indicator,indicator_name,year,value
THA,Thailand,NY.GDP.MKTP.CD,GDP (current US$),2003,152280615245.887
THA,Thailand,NY.GDP.MKTP.CD,GDP (current US$),2002,134300904400.022
THA,Thailand,NY.GDP.MKTP.CD,GDP (current US$),2001,120296476180.402
THA,Thailand,NY.GDP.MKTP.CD,GDP (current US$),2000,126392224253.794
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2024,28750956130731.2
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2023,27292170793214.4
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2022,25604848907611.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2021,23315080560000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2020,21060473613000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2019,21380976119000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2018,20533057312000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2017,19477336549000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2016,18695110842000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2015,18206020741000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2014,17550680174000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2013,16843190993000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2012,16253972230000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2011,15599728123000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2010,15048964444000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2009,14478064934000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2008,14769857911000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2007,14474226905000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2006,13815586948000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2005,13039199193000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2004,12217193198000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2003,11456442041000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2002,10929112955000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2001,10581929774000.0
USA,United States,NY.GDP.MKTP.CD,GDP (current US$),2000,10250947997000.0
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2024,476388230307.175
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2023,433857681378.291
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2022,413445230668.578
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2021,366474752771.009
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2020,346615738537.796
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2019,334365270496.667
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2018,310106478394.659
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2017,281353605986.903
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2016,257096001177.982
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2015,239258328381.741
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2014,233451469642.519
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2013,213708811665.34
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2012,195590661129.249
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2011,172595049183.925
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2010,147201173196.979
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2009,106014659565.214
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2008,99130304099.1274
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2007,77414425532.2452
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2006,66371664817.0436
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2005,57633255738.1992
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2004,45427854693.2554
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2003,39552513231.9169
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2002,35064105500.8344
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2001,32685198808.5549
VNM,Viet Nam,NY.GDP.MKTP.CD,GDP (current US$),2000,31172518403.3162
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,33153.4738913513
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,32890.5491812019
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,36632.9280952155
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,31006.9636289785
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,26834.3592233943
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,30426.5730656528
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,30988.1190267227
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,28024.3824580252
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,26663.2972950602
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,30625.1287744656
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,41026.5084247957
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,44003.0644273461
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,46968.5971164922
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,46382.8274255349
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,34937.5555357155
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,30946.4673773828
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,42156.5685838672
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,36217.3290706015
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,34674.7995236452
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,29386.2703822862
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,24423.0946995548
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,20677.9001143188
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,18621.2922577525
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,18287.8272281914
BRN,Brunei Darussalam,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,20130.2572346624
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,13303.1481543868
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,12951.1782397043
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,12970.6056414327
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,12887.4357242941
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,10627.4637989619
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,10342.9009524335
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,10085.6638148819
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,8979.67652709856
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,8254.86859320357
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,8175.33285077393
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,7781.06597484974
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,7147.03518622344
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,6405.0574241349
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,5703.76027973346
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,4629.24551710077
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,3898.24459158811
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,3523.44302065213
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,2734.72709877693
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,2129.25696999613
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,1777.64496828464
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,1530.92726215723
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,1306.97245408557
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,1163.55957673426
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,1065.40597574519
CHN,China,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,969.199513696287
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,43304.9642561331
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,41566.5741100785
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,38066.8844892624
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,39206.9791776084
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,34694.7035869195
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,35374.1403676934
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,36054.953230113
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,33394.5888043692
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,31456.8971280656
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,30771.6568591261
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,35590.1004559069
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,34804.7281200997
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,33324.7709896821
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,35963.3147849808
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,33119.5673211775
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,33632.0748456258
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,37169.0746850842
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,33704.6636441399
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,29200.5809467343
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,27431.4991030834
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,26368.6780464333
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,23020.9558032659
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,18797.8116316074
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,17230.6480095869
EUU,European Union,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,16976.0452668705
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,4925.43048751861
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,4876.30774512252
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,4730.83484836107
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,4287.17313995098
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,3853.70288774146
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,4106.94856160358
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,3860.95353090726
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,3798.88326174526
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,3521.46943457574
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,3288.22269725538
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,3441.06808464008
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,3566.60284506078
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,3632.27254030331
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,3579.46442466152
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,3065.68348377765
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,2218.48541852977
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,2124.55483920618
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,1823.21976255073
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,1558.31562847163
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,1238.21447629488
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,1126.84004447173
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,1043.2105838671
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,881.002913569131
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,732.307093405708
IDN,Indonesia,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,763.711124950924
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,32487.0778047567
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,33836.1756271617
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,34065.6438962526
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,40094.5599795288
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,40028.7341726762
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,40415.9567649547
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,39751.1330982711
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,38834.0529341227
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,39375.4731620781
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,34960.6393843385
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,38475.3952461838
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,40898.6478964744
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,49145.2804308193
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,48760.0789494211
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,44968.1562349739
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,41308.9968370512
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,39876.3039685725
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,35779.0245416427
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,35991.546002862
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,37812.8950199948
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,38298.9801712303
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,35387.0374203599
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,32820.7936433254
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,34406.1824638092
JPN,Japan,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,39169.3595701504
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,2627.87969756224
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,2429.74853452838
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,2325.03050040841
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,2167.40324198499
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,2081.73914242939
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,2225.87705485686
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,2036.67377566578
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,1826.35391688754
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,1675.19555711109
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,1547.32010444393
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,1431.56396469993
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,1305.6600972686
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,1192.80263041673
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,1088.98152823081
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,952.274616324008
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,875.748936193569
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,866.283999789749
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,731.692295125426
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,612.252648550727
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,525.797325120926
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,444.199067529081
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,386.691123931778
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,350.147276634294
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,327.500984314444
KHM,Cambodia,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,296.426687526334
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2024,36238.639908315
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2023,35674.095995632
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2022,34822.4048404971
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2021,37518.4635305697
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2020,33645.7719545073
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2019,33826.9443301597
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2018,35363.9508228687
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2017,33296.9845439195
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2016,30832.0628072516
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2015,30171.7906545222
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2014,30667.0912467447
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2013,28449.3591104972
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2012,26600.5477433903
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2011,26175.2398553363
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2010,24071.2620526362
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2009,19937.3029137734
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2008,22252.3125108061
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2007,25078.4853957105
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2006,22609.7059431449
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2005,20167.0474902506
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2004,17121.6301633201
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2003,15211.5483770422
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2002,13642.9424537101
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2001,11981.4828218758
KOR,"Korea, Rep.",NY.GDP.PCAP.CD,GDP per capita (current US$),2000,12710.2995795579
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,2123.97909415109
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,2066.94979776957
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,2046.40440255621
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,2526.05105018529
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,2583.77730696131
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,2589.32081035237
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,2545.1075420815
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,2432.43059478511
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,2303.22156035363
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,2121.01339097363
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,1981.03910900473
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,1812.51774424651
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,1563.5650771337
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,1361.54704394913
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,1125.91610151261
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,935.03237283283
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,885.747376088762
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,697.323013673925
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,579.391947440719
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,466.061506997741
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,409.296298284117
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,355.097216151461
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,313.350817148131
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,320.316005439568
LAO,Lao PDR,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,318.749852236965
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,1359.05001560107
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,1233.19666209269
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,1158.05005055976
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,1242.7213439951
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,1490.21683599469
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,1425.98954241668
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,1298.21310327675
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,1272.82241815234
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,1229.19713491328
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,1166.73305547935
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,1293.00042319714
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,1199.09561597055
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,1202.6658960055
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,1213.62898703376
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,1010.53417343401
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,758.442935789255
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,658.442487229705
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,419.375780725042
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,303.495087119254
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,252.685193060728
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,224.508811413327
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,224.292688912409
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,146.598390364449
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,141.525660705722
MMR,Myanmar,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,196.619580625284
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,11874.4273684245
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,11386.0395636528
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,11754.5678336248
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,10903.1037480772
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,9957.52626697613
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,10920.191763972
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,10901.8019954421
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,9862.54806612235
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,9476.53409809923
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,9648.6797937523
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2014,11013.3107334403
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2013,10713.6407638899
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2012,10600.5744240026
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2011,10217.1068585031
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2010,8899.34505544675
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2009,7191.43287234626
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2008,8371.82156086005
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2007,7168.93031942508
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2006,6158.40785533236
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2005,5555.58179951206
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2004,4939.24851854427
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2003,4465.32194567208
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2002,4184.03163773539
MYS,Malaysia,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,3943.79943910239
